Platform,Date,App ID,App Name,Publisher ID,Publisher Name,Update Type,Previous Value,New Value,Notes
Google Play,2012-02-20,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.1.2.116554,2.1.3.575,
Google Play,2012-02-21,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.1.3.575,2.1.4.588,
Google Play,2012-02-28,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.1.4.588,2.1.5.614,
Google Play,2012-03-06,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.1.5.614,2.1.6.632,
Google Play,2012-07-24,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.1.6.632,2.2.0.1344,
Google Play,2012-07-31,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.2.0.1344,2.2.1.21,
Google Play,2012-08-30,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.2.1.21,2.2.2.22,
Google Play,2012-09-26,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.2.2.22,2.2.3.108,
Google Play,2012-09-30,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.2.3.108,2.2.3.109,
Google Play,2012-12-18,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.2.3.109,2.3.0.694,
Google Play,2013-01-09,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.0.694,2.3.1.59,
Google Play,2013-01-10,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.1.59,2.3.2.61,
Google Play,2013-02-19,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.2.61,2.3.3.319,
Google Play,2013-02-21,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.3.319,2.3.4.322,
Google Play,2013-02-22,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.4.322,2.3.5.329,
Google Play,2013-03-19,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.5.329,2.3.6.338,
Google Play,2013-05-08,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2.3.6.338,3.0.0.1686,
Google Play,2013-05-08,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Name,Viber : Free Calls & Messages,Viber : Free Messages & Calls,
Google Play,2013-05-16,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,3.0.0.1686,3.0.1.3,
Google Play,2013-06-17,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,3.0.1.3,3.0.2.5,
Google Play,2013-07-30,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,3.0.2.5,3.1.0.1103,
Google Play,2013-07-30,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Name,Viber : Free Messages & Calls,Viber,
Google Play,2013-08-08,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,3.1.0.1103,3.1.1.15,
Google Play,2013-11-12,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,3.1.1.15,4.0.0.1707,
Google Play,2013-12-03,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.0.0.1707,4.0.1.2,
Google Play,2013-12-05,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.0.1.2,4.1.0.665,
Google Play,2013-12-17,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.1.0.665,4.1.1.10,
Google Play,2014-01-23,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.1.1.10,4.2.0.1656,
Google Play,2014-02-03,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.2.0.1656,4.2.0.1733,
Google Play,2014-02-15,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.2.0.1733,4.2.1.1,
Google Play,2014-03-19,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.2.1.1,4.3.0.705,
Google Play,2014-03-24,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.3.0.705,4.3.0.712,
Google Play,2014-04-29,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.3.0.712,4.3.1.21,
Google Play,2014-05-14,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.3.1.21,4.3.3.67,
Google Play,2014-09-10,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,4.3.3.67,5.0.0.4090,
Google Play,2014-09-17,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.0.0.4090,5.0.1.36,
Google Play,2014-10-01,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.0.1.36,5.0.2.9,
Google Play,2014-10-05,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.0.2.9,5.0.2.12,
Google Play,2014-11-17,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.0.2.12,5.1.0.1274,
Google Play,2014-11-19,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.1.0.1274,5.1.1.42,
Google Play,2014-12-14,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.1.1.42,5.2.0.2415,
Google Play,2014-12-17,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.2.0.2415,5.2.1.26,
Google Play,2015-01-05,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.2.1.26,5.2.1.36,
Google Play,2015-02-16,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.2.1.36,5.2.2.478,
Google Play,2015-03-30,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.2.2.478,5.3.0.2274,
Google Play,2015-04-01,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.3.0.2274,5.3.0.2331,
Google Play,2015-04-06,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.3.0.2331,5.3.0.2339,
Google Play,2015-05-28,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.3.0.2339,5.4.0.2519,"•	Enhancements for tablet users:
o	Easier to activate Viber account on your tablet
o	Improved call and video screens
•	Send multiple photos more easily
•	Personalise your groups with your own icon
•	Customise Viber notifications in Priority Mode on Android L only"
Google Play,2015-06-10,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.4.0.2519,5.4.1.365,"• Ability to restrict data use -- new setting allows you to optimize Viber for minimal data usage on mobile networks
• Improvements and bug fixes"
Google Play,2015-08-04,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.4.1.365,5.5.0.2472,"•Share contacts – exchange contact information as a message in one-to-one and group conversations
•Easier video calling – start a video call directly from your recent calls list or from a contact’s profile
•Rich link – drop a link into a message and Viber will create a bubble with the link content
•Share the vibes – invite an entire group to follow a Public Chat
•New payment options – more ways to buy Viber out credit"
Google Play,2015-08-05,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.5.0.2472,5.5.0.2477,"•Share contacts – exchange contact information as a message in one-to-one and group conversations
•Easier video calling – start a video call directly from your recent calls list or from a contact’s profile
•Rich link – drop a link into a message and Viber will create a bubble with the link content
•Share the vibes – invite an entire group to follow a Public Chat
•New payment options – more ways to buy Viber out credit"
Google Play,2015-08-23,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.5.0.2477,5.5.1.556,•Improved spam handling
Google Play,2015-09-01,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.5.1.556,5.5.2.28,•Improved spam handling
Google Play,2015-09-30,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,5.5.2.28,Varies with device,
Google Play,2016-07-25,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,Varies with device,2016.07.25,"● Share sticker packages - Does someone specific come to mind when you see a new sticker package? Let them know it’s available in the Sticker Market instantly
● Now send money from the U.S. to virtually anyone in more than 200 countries and territories, powered by Western Union®"
Google Play,2016-08-04,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2016.07.25,2016.08.04,"● Share sticker packages - Does someone specific come to mind when you see a new sticker package? Let them know it’s available in the Sticker Market instantly
● Now send money from the U.S. to virtually anyone in more than 200 countries and territories, powered by Western Union®"
Google Play,2016-08-29,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2016.08.04,2016.08.29,"● Share sticker packages - Does someone specific come to mind when you see a new sticker package? Let them know it’s available in the Sticker Market instantly
● Now send money from the U.S. to virtually anyone in more than 200 countries and territories, powered by Western Union®"
Google Play,2016-09-19,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Version,2016.08.29,2016.09.19,"• User interface updates
• Performance and data consumption improvements"
Google Play,2016-09-21,com.viber.voip,Viber,20200000476866,Viber Media S.à r.l.,Screenshot,'https://static-s.aa-cdn.net/img/gp/20600000000425/Z0C0_Kr085j9_uK4CCytwwu4DuOfUTnkaTbnXizRwG5re1NKCQKlZRUd7eXq2Cf9nZ8=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/9XwM8TPyC1vvtcq-KG2WV2Ur5Ruf2LKCNkrv2ABjk0bA_A3BUsphlcjEHmdXVxukUdk=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/jn2HauNymHZ-2O2IKf6218lTxOz61CwpNNwxXYyoW1sKKLhvQZklEZ-6eYvn0KUDug=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/P7Q2shSPGezRm-k-FmLjJGFAOjgUNHzwhsCrfnN8zwnleWEjFBJQWWHQrAYowNHTvhQ=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/HUBYRssweQNFIcsqqB4kpaMazlH7bl5xliTdgrr7D_ZqVsBSk52JDDnk1TnllnU4F82B=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/jpfX6uOXSo9deQ9zTl39VDBGOiAuuxihj504XQvhKQF0TaNZCmMU4dGoTpzdGm6Pvw=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/cLMSNatXKX5YtBVIrS9W1kQc_U61G4S20jIQw7LrTCNFN3h5r3MTlEKIVY8MgX73kQ=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/xndT9n-JQu9SBXx0R6cCKhjvJXNJRotICK4vJlr2XCI6P8Zg4ZZbEfwFO5r3fvoYaEA=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/kyTBcL8afoONnwHMauLwImdOx_6EqnBKhjAgh0Y2MW0eK7c4vfKYQ2nSE6MkN-oAdg=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/_OW9t9JdPEpo5LZoc_87QeJHUtIa8SfEMv2wBrISywng7YS2wAuMvE_eKpwstfvLlTmn=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/dqMUIOaKP4mu-w-wwRPAfSEF5pmCoFFfoGLpJ0TXQGe9_Qu7UxWsUUYfKB1KGcsckA=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/BQGhTXIYfNdc7WuZcJxF09bP7_6FDPhG40UfTUkkO8WH36UbDP6YEM50tqqa8P8bIjY=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/C_DOcOrZsDaJb2pJnFSyFCflD10rD1XZyOcNvI8nYmR4BQDkzYdjmeW9fPcHJg9KtA=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/aiDevVLJzzhW_okU5WS3a4Ea94TqzQMRygQwz7l0UvPg5GHAkM0eAim6_VXBMzJTnYAW=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/aEqUpkfkkA9-9CZZnXndIvdZz76eJV9iCMqZeW6WayZ5UfFOM1rrtOpZSbf96eAog9s=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/ovXP7pAA4ew8cuv1DTMh2tK979oCUrAuozf__LwBjoFCFQYqY1Cp-X60HHptM5eudQ=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/kWTZwAgqFAYq4CpSsiP8MAnd-SDdxt4uPfhz4XMmc5Pq85qLunq3jr7SITVN8AmaffM=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/BsNUgPE0D5mK2ToJiHxCNuYWG5RYl04y0XO-scgedhMLSCMyTzuKtLRgY6_cBVxQCcQ=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/NREiNXmYhBFP9UfTp0NljsZPHVVQ-iWoAYERVc9ZSxTxFELabrW53q9mazzhUvtb8PM=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/6_kZoN6-EePSEhCAsPObzCZpGdzDBiIN-9XbS35NOXRe-aDia2B8o7St2NB_HNLGUj7z=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/q1It9yCp6LZfJ-niH5eMNsc9wNJN17xk5p8hx7BAzS92j8cVTNF-vJCFUOYBLRo5lg=h900','https://static-s.aa-cdn.net/img/gp/20600000000425/3AvhScxeO4q-bdKiCtwm1iZBomLzr20r_GB2jWb4BwC0j65Z4murU6SI3MMiumrgrg=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/VnTe66vblrE20X4Hf2qK6nJSsP2vwG8Ng0j9IPDo7DxlbRR8rR8APLH6uIY6behV_BcY=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/svDHVGdS3z0mWKEXsVis0jmDvHymq6JE4MDt_hfE6IzB7-YSN5hWf9fCFkzppT5ImGFR=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/n07Vhd5WaGrPqJ2SDygrsBTQYcIzei5dhUhvyc9dpjH_Wub8MxZaA4SdKHdAHlvgfxI=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/ib034keE7vTx1A0WGjW1axfZhWqtDWtyX1IWUICL4b_v5lmL4AcP9GZpcLIcwjtt5Tk=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/jziz0PHqZKs5JhGjex786n-qazMrpflN1YHzC4kO7OX4J8LE2yOYnck9F8AumVx3xBtd=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/4zhhHf63KJU_-qotUVmBYw7_pFmLeCd_2r_o3DnXw8cJPSRpzuE8ss1PA1L8eOr9bag=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/Jr8wqWeMzEj0RGQxgkIghWU_3PbTeg1X1KPQuK-OZGLka8yScP4pxWr4kEeauba9Ipxj=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/u69pvAwQoNXYQKXVl2AJOiAv-P8b-9LXETjBwQ1WxRoaVv-PQOQYPVb6_gcaY6Nf_Jo=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/6nUyn8B4cvzK4hyBe-w5o60chqkuHcRn7DL7QXvdVGZxBNWVj5hDO-daWK7t_4cpVAMe=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/NKGuJZTvFNEuNR19JrrZW_TJNL8FEKWUxOC7siXX3ykr4ARRvGkcN8A5cA04ehfPuz8=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/UosORN5mzMFpQSce6ZQqD1rjdhwEwl92anDTQJBfMswiYLb7duYLfXRiE2y2gqmysM8=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/hXL78H1OtixBLBFX8opV9Xg-ELzddaJnupHtUz5ztjon4hYmq6ma_CCGiCP_kztpRnUk=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/sBYU9jd8ElMSnuDkPQtLwycnEXHWzQUEn86uT7o66sWEG-6m09j-uDCdYO2uo3a5mQ=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/tl_UdHhzlpFHL5arteW7GmkHQC99FMEiEFg3Z0S9X5Z3xmMNlMMyFbaTfNXYNonxMKA=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/ig9WQsgRXLol73PaFBWt2yBal4Lic9AgSMQIp_9rxbHpWGYyrtiNGbDk9CocsFdVc1Q=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/S-o1T0qau7FBP6kFj_3alz2wZ4Df90C575dIKxR8X2L3zoW0BFF2vIvTLvzMjEvWcaU=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/A8hsbWDPHpug4D07eKr5t78CwnCDTSdjFNmtiqYirnRgpEg_TaIPBqBYVZHlBDIk2vY=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/hrkc2XHDtw2WLKCveU21N2_mUsctqDLH2TKQUWI7A4Nj9nH3DK4MAkULHXwZiuMKa8I=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/6_kZoN6-EePSEhCAsPObzCZpGdzDBiIN-9XbS35NOXRe-aDia2B8o7St2NB_HNLGUj7z=h900' 'https://static-s.aa-cdn.net/img/gp/20600000000425/q1It9yCp6LZfJ-niH5eMNsc9wNJN17xk5p8hx7BAzS92j8cVTNF-vJCFUOYBLRo5lg=h900',
